,BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,BuildingAge,TotalUseTypeNumber,GFABuildingRate,GFAParkingRate,GFAPerBuilding,GFAPerFloor,harvesine_distance
1885,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1,1,24291,Office,27.29999924,655422.375,19.61,0.81,63,1,1.0,0.0,24291.0,24291.0,3.552053238881568
1886,NonResidential,Warehouse,GREATER DUWAMISH,1,1,36544,Non-Refrigerated Warehouse,34.70000076,1269847.75,8.85,0.24,50,1,1.0,0.0,36544.0,36544.0,3.574022601633758
1887,Multifamily LR (1-4),Low-Rise Multifamily,NORTH,1,4,35456,Multifamily Housing,26.89999962,953432.1875,22.93,0.65,17,1,1.0,0.0,35456.0,8864.0,6.270642886820243
1888,NonResidential,Warehouse,GREATER DUWAMISH,1,1,20796,Non-Refrigerated Warehouse,63.70000076,1324092.125,51.1,2.46,67,1,1.0,0.0,20796.0,20796.0,1.627288727340256
1889,NonResidential,Distribution Center,GREATER DUWAMISH,1,1,21349,Distribution Center,30.89999962,659761.875,17.04,0.8,69,2,1.0,0.0,21349.0,21349.0,1.7358167321586553
1890,NonResidential,Warehouse,GREATER DUWAMISH,1,1,38630,Non-Refrigerated Warehouse,10.80000019,416885.5938,2.91,0.08,80,1,1.0,0.0,38630.0,38630.0,1.8363472661251756
1891,NonResidential,Warehouse,GREATER DUWAMISH,1,1,20724,Non-Refrigerated Warehouse,88.40000153,1832031.5,83.3,4.02,66,2,1.0,0.0,20724.0,20724.0,1.862353330649181
1892,NonResidential,Other,GREATER DUWAMISH,1,1,24109,Manufacturing/Industrial Plant,196.8999939,4747403.5,33.1,1.37,56,2,1.0,0.0,24109.0,24109.0,1.9129978922374204
1893,NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1,1,25375,Refrigerated Warehouse,158.3999939,4069301.5,28.37,1.12,61,2,1.0,0.0,25375.0,25375.0,1.7890426899287477
1894,Nonresidential COS,Warehouse,GREATER DUWAMISH,1,1,22803,Non-Refrigerated Warehouse,33.5,764094.5,21.5,0.94,31,2,1.0,0.0,22803.0,22803.0,1.6505833972038442
1895,Nonresidential COS,Mixed Use Property,GREATER DUWAMISH,1,1,23100,Office,187.1999969,4323672.0,157.07,6.8,31,2,1.0,0.0,23100.0,23100.0,1.6505833972038442
1896,NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1,1,41550,Refrigerated Warehouse,15.5,642645.1875,4.48,0.11,65,1,1.0,0.0,41550.0,41550.0,1.702185328756336
1897,NonResidential,Other,GREATER DUWAMISH,1,2,54170,Other,107.1999969,5804784.5,178.35,3.29,22,1,1.0,0.0,54170.0,27085.0,5.773508542300608
1898,SPS-District K-12,K-12 School,GREATER DUWAMISH,1,2,64493,K-12 School,30.89999962,1989763.875,28.57,0.44,16,1,1.0,0.0,64493.0,32246.5,5.712885295922044
1899,NonResidential,K-12 School,SOUTHEAST,1,2,42252,K-12 School,52.20000076,2203758.5,102.35,2.42,104,1,1.0,0.0,42252.0,21126.0,4.526663427598245
1900,NonResidential,Self-Storage Facility,GREATER DUWAMISH,1,1,23100,Self-Storage Facility,37.09999847,863703.0,13.87,0.6,61,1,1.0,0.0,23100.0,23100.0,4.732091689721624
1901,NonResidential,Worship Facility,SOUTHEAST,1,3,22895,Worship Facility,19.20000076,440419.1875,12.92,0.56,35,2,1.0,0.0,22895.0,7631.667,4.993664209188808
1902,NonResidential,Retail Store,GREATER DUWAMISH,1,2,54211,Retail Store,36.20000076,1267463.125,8.84,0.16,14,3,0.67772,0.32228,54211.0,27105.5,5.160342106307293
1903,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHEAST,1,3,22170,Multifamily Housing,31.79999924,706879.5,7.31,0.33,95,2,1.0,0.0,22170.0,7390.0,6.080734358674265
1904,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHEAST,1,4,21640,Multifamily Housing,27.39999962,592221.0,4.13,0.19,54,1,1.0,0.0,21640.0,5410.0,6.1190833673721725
1905,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHEAST,1,4,88043,Multifamily Housing,37.20000076,2468322.5,59.7,0.68,6,2,1.0,0.0,88043.0,22010.75,6.030697433345594
1906,SPS-District K-12,K-12 School,SOUTHEAST,1,1,41428,K-12 School,33.90000153,1404702.25,44.27,1.07,55,1,1.0,0.0,41428.0,41428.0,8.059857633374962
1907,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHEAST,1,7,289471,Multifamily Housing,48.5,9367205.0,312.6,1.08,11,4,0.71826,0.28174,289471.0,41353.0,3.131042459556119
1908,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1,4,35577,Multifamily Housing,35.90000153,1026041.125,7.15,0.2,33,2,1.0,0.0,35577.0,8894.25,4.807220557728012
1909,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1,4,41474,Multifamily Housing,35.29999924,823032.375,5.74,0.14,7,2,0.66041,0.33959,41474.0,10368.5,5.215415743444708
1910,Multifamily LR (1-4),Low-Rise Multifamily,NORTH,1,3,22045,Multifamily Housing,28.0,615327.8125,4.29,0.19,46,2,0.91522,0.08478,22045.0,7348.333,6.184782422136123
1911,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1,4,37091,Multifamily Housing,21.39999962,793060.875,5.53,0.15,26,1,1.0,0.0,37091.0,9272.75,6.050100939313238
1912,NonResidential,Self-Storage Facility,NORTHEAST,1,6,48179,Self-Storage Facility,16.5,797170.3125,12.22,0.25,10,1,0.85197,0.14803,48179.0,8029.833,6.136305477226634
1913,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1,4,25300,Multifamily Housing,25.60000038,646505.1875,4.51,0.18,46,1,1.0,0.0,25300.0,6325.0,6.428685107713736
1914,Multifamily LR (1-4),Low-Rise Multifamily,NORTH,1,4,26390,Multifamily Housing,57.0,826416.5,5.76,0.22,23,1,1.0,0.0,26390.0,6597.5,6.30291751819337
1915,NonResidential,Warehouse,GREATER DUWAMISH,1,1,52325,Non-Refrigerated Warehouse,15.5,808968.1875,18.03,0.34,79,1,1.0,0.0,52325.0,52325.0,0.9649919061618328
1916,NonResidential,Other,GREATER DUWAMISH,1,4,20600,"Repair Services (Vehicle, Shoe, Locksmith, etc)",13.10000038,270838.5,9.71,0.47,96,4,1.0,0.0,20600.0,5150.0,0.9566839099495504
1917,NonResidential,Retail Store,GREATER DUWAMISH,1,1,25880,Retail Store,6.300000191,162960.0,1.14,0.04,72,1,1.0,0.0,25880.0,25880.0,1.379981578970007
1918,NonResidential,Warehouse,GREATER DUWAMISH,1,1,45842,Non-Refrigerated Warehouse,11.39999962,819354.625,12.55,0.27,56,2,1.0,0.0,45842.0,45842.0,1.6089237621567056
1919,NonResidential,Other,GREATER DUWAMISH,1,1,31365,Other,20.79999924,652991.6875,5.09,0.16,44,1,1.0,0.0,31365.0,31365.0,1.8987428194586304
1920,NonResidential,Other,GREATER DUWAMISH,1,1,32100,Other,23.60000038,758008.875,25.77,0.8,106,1,1.0,0.0,32100.0,32100.0,1.862283594360206
1921,NonResidential,Warehouse,GREATER DUWAMISH,1,1,20520,Non-Refrigerated Warehouse,56.90000153,1167887.75,40.85,1.99,50,2,1.0,0.0,20520.0,20520.0,1.9063412346185733
1922,NonResidential,Warehouse,GREATER DUWAMISH,1,1,22972,Non-Refrigerated Warehouse,21.60000038,495481.0,3.45,0.15,71,1,1.0,0.0,22972.0,22972.0,1.947731409528668
1923,NonResidential,Warehouse,GREATER DUWAMISH,1,1,24990,Non-Refrigerated Warehouse,16.20000076,523614.0938,8.7,0.35,63,2,1.0,0.0,24990.0,24990.0,1.8837101537709315
1924,NonResidential,Retail Store,GREATER DUWAMISH,1,2,24000,Retail Store,47.79999924,1318947.25,40.94,1.71,65,2,1.0,0.0,24000.0,12000.0,2.062496125697946
1925,NonResidential,Warehouse,GREATER DUWAMISH,1,1,100386,Non-Refrigerated Warehouse,36.09999847,3626431.5,95.93,0.96,53,2,1.0,0.0,100386.0,100386.0,2.615945203308346
1926,NonResidential,Distribution Center,GREATER DUWAMISH,1,1,24354,Distribution Center,30.20000076,735907.8125,17.29,0.71,50,2,1.0,0.0,24354.0,24354.0,2.6797984309960685
1927,NonResidential,Distribution Center,GREATER DUWAMISH,1,1,33600,Distribution Center,25.20000076,847419.375,15.35,0.46,57,2,1.0,0.0,33600.0,33600.0,2.642066549929725
1928,NonResidential,Other,GREATER DUWAMISH,1,1,20819,Manufacturing/Industrial Plant,81.40000153,1694930.375,51.27,2.46,42,1,1.0,0.0,20819.0,20819.0,2.749711286918444
1929,NonResidential,Warehouse,GREATER DUWAMISH,1,1,23296,Non-Refrigerated Warehouse,61.40000153,1429855.75,40.01,1.72,49,2,1.0,0.0,23296.0,23296.0,2.740458024017705
1930,NonResidential,Mixed Use Property,GREATER DUWAMISH,1,1,35222,Non-Refrigerated Warehouse,51.40000153,1758134.625,40.42,1.15,62,7,1.0,0.0,35222.0,35222.0,2.518218016315106
1931,NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1,1,25520,Refrigerated Warehouse,63.90000153,1610794.75,59.0,2.31,59,1,1.0,0.0,25520.0,25520.0,2.7648893884794616
1932,Multifamily LR (1-4),Low-Rise Multifamily,GREATER DUWAMISH,1,4,28176,Multifamily Housing,23.0,648634.875,4.52,0.16,33,2,1.0,0.0,28176.0,7044.0,1.3280657238139166
1933,Multifamily LR (1-4),Low-Rise Multifamily,GREATER DUWAMISH,1,3,59846,Multifamily Housing,33.20000076,1986556.25,39.61,0.66,15,1,1.0,0.0,59846.0,19948.667,5.148350954871534
1934,Multifamily LR (1-4),Senior Care Community,GREATER DUWAMISH,1,3,66363,Senior Care Community,32.70000076,2168701.5,39.75,0.6,15,1,1.0,0.0,66363.0,22121.0,5.043007408862719
1935,Multifamily LR (1-4),Low-Rise Multifamily,GREATER DUWAMISH,1,3,121635,Multifamily Housing,60.09999847,7308538.0,160.8,1.32,15,1,1.0,0.0,121635.0,40545.0,5.043007408862719
1936,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,4,22207,Multifamily Housing,28.29999924,628543.0,15.87,0.71,47,1,1.0,0.0,22207.0,5551.75,3.488322488226886
1937,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHEAST,1,2,20645,Multifamily Housing,37.20000076,767642.8125,5.35,0.26,63,1,1.0,0.0,20645.0,10322.5,6.080589931950092
1938,Multifamily LR (1-4),Low-Rise Multifamily,NORTH,1,4,20278,Multifamily Housing,24.60000038,498649.3125,3.48,0.17,48,1,1.0,0.0,20278.0,5069.5,6.621722591281414
1939,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1,3,20832,Multifamily Housing,78.40000153,1633141.125,71.16,3.42,91,1,1.0,0.0,20832.0,6944.0,1.1490997464624897
1940,Multifamily LR (1-4),Low-Rise Multifamily,DELRIDGE,1,3,67313,Multifamily Housing,38.0,2557933.75,17.83,0.26,23,1,1.0,0.0,67313.0,22437.667,4.17640082120534
1941,Multifamily LR (1-4),Low-Rise Multifamily,DELRIDGE,1,2,25951,Multifamily Housing,32.79999924,850615.8125,5.93,0.23,11,1,1.0,0.0,25951.0,12975.5,4.5877532719752265
1942,NonResidential,Other,GREATER DUWAMISH,1,1,25460,Other,101.5,834711.875,5.82,0.23,64,1,1.0,0.0,25460.0,25460.0,1.365249358013655
1943,Multifamily LR (1-4),Low-Rise Multifamily,DELRIDGE,1,3,85695,Multifamily Housing,26.29999924,2251887.5,15.7,0.18,29,1,1.0,0.0,85695.0,28565.0,4.68055411102194
1944,Multifamily LR (1-4),Low-Rise Multifamily,DELRIDGE,1,3,46986,Multifamily Housing,30.5,1433398.75,9.99,0.21,46,1,1.0,0.0,46986.0,15662.0,4.743032619902201
